ROWID,Country,State LGD Code,State,SourceYear,"State wise Macro Nutrient Status for Cycle I, Cycle II ,Cycle III","Fertilizers used in cycle namely Nitrogen, phosphorous, Potassium, organic carbon",Fertilizers level,Count of Nutrient status involved in three cycles,Samples under each cycle,YearCode,Year
705,India,19,WEST BENGAL,2017-18,Cycle 2,Organic Carbon (OC),VL,54,1150,2017,"Financial Year (Apr - Mar), 2017"
706,India,19,WEST BENGAL,2017-18,Cycle 2,Phosphorous (P),VL,64,1150,2017,"Financial Year (Apr - Mar), 2017"
707,India,19,WEST BENGAL,2017-18,Cycle 2,Phosphorous (P),L,79,1150,2017,"Financial Year (Apr - Mar), 2017"
708,India,19,WEST BENGAL,2017-18,Cycle 2,Potassium (K),H,118,1150,2017,"Financial Year (Apr - Mar), 2017"
709,India,19,WEST BENGAL,2017-18,Cycle 2,Phosphorous (P),H,159,1150,2017,"Financial Year (Apr - Mar), 2017"
710,India,19,WEST BENGAL,2017-18,Cycle 2,Organic Carbon (OC),L,194,1150,2017,"Financial Year (Apr - Mar), 2017"
711,India,19,WEST BENGAL,2017-18,Cycle 2,Phosphorous (P),M,245,1150,2017,"Financial Year (Apr - Mar), 2017"
712,India,19,WEST BENGAL,2017-18,Cycle 2,Potassium (K),L,252,1150,2017,"Financial Year (Apr - Mar), 2017"
713,India,19,WEST BENGAL,2017-18,Cycle 2,Organic Carbon (OC),M,279,1150,2017,"Financial Year (Apr - Mar), 2017"
714,India,19,WEST BENGAL,2017-18,Cycle 2,Organic Carbon (OC),H,312,1150,2017,"Financial Year (Apr - Mar), 2017"
715,India,19,WEST BENGAL,2017-18,Cycle 2,Organic Carbon (OC),VH,313,1150,2017,"Financial Year (Apr - Mar), 2017"
716,India,19,WEST BENGAL,2017-18,Cycle 2,Potassium (K),VL,329,1150,2017,"Financial Year (Apr - Mar), 2017"
717,India,19,WEST BENGAL,2017-18,Cycle 2,Nitrogen (N),L,377,1150,2017,"Financial Year (Apr - Mar), 2017"
718,India,19,WEST BENGAL,2017-18,Cycle 2,Potassium (K),M,447,1150,2017,"Financial Year (Apr - Mar), 2017"
719,India,19,WEST BENGAL,2017-18,Cycle 2,Phosphorous (P),VH,605,1150,2017,"Financial Year (Apr - Mar), 2017"
720,India,19,WEST BENGAL,2017-18,Cycle 2,Nitrogen (N),M,727,1150,2017,"Financial Year (Apr - Mar), 2017"
721,India,14,MANIPUR,2017-18,Cycle 2,Nitrogen (N),H,1,2362,2017,"Financial Year (Apr - Mar), 2017"
722,India,14,MANIPUR,2017-18,Cycle 2,Nitrogen (N),VH,1,2362,2017,"Financial Year (Apr - Mar), 2017"
723,India,14,MANIPUR,2017-18,Cycle 2,Organic Carbon (OC),VL,4,2362,2017,"Financial Year (Apr - Mar), 2017"
724,India,14,MANIPUR,2017-18,Cycle 2,Potassium (K),VH,29,2362,2017,"Financial Year (Apr - Mar), 2017"
725,India,14,MANIPUR,2017-18,Cycle 2,Organic Carbon (OC),L,67,2362,2017,"Financial Year (Apr - Mar), 2017"
726,India,14,MANIPUR,2017-18,Cycle 2,Phosphorous (P),H,158,2362,2017,"Financial Year (Apr - Mar), 2017"
727,India,14,MANIPUR,2017-18,Cycle 2,Organic Carbon (OC),M,162,2362,2017,"Financial Year (Apr - Mar), 2017"
728,India,14,MANIPUR,2017-18,Cycle 2,Potassium (K),H,220,2362,2017,"Financial Year (Apr - Mar), 2017"
729,India,14,MANIPUR,2017-18,Cycle 2,Nitrogen (N),VL,221,2362,2017,"Financial Year (Apr - Mar), 2017"
730,India,14,MANIPUR,2017-18,Cycle 2,Potassium (K),VL,233,2362,2017,"Financial Year (Apr - Mar), 2017"
731,India,14,MANIPUR,2017-18,Cycle 2,Phosphorous (P),VH,251,2362,2017,"Financial Year (Apr - Mar), 2017"
732,India,14,MANIPUR,2017-18,Cycle 2,Phosphorous (P),VL,286,2362,2017,"Financial Year (Apr - Mar), 2017"
733,India,14,MANIPUR,2017-18,Cycle 2,Organic Carbon (OC),H,357,2362,2017,"Financial Year (Apr - Mar), 2017"
734,India,14,MANIPUR,2017-18,Cycle 2,Potassium (K),L,545,2362,2017,"Financial Year (Apr - Mar), 2017"
735,India,14,MANIPUR,2017-18,Cycle 2,Nitrogen (N),L,624,2362,2017,"Financial Year (Apr - Mar), 2017"
736,India,14,MANIPUR,2017-18,Cycle 2,Phosphorous (P),M,741,2362,2017,"Financial Year (Apr - Mar), 2017"
737,India,14,MANIPUR,2017-18,Cycle 2,Phosphorous (P),L,864,2362,2017,"Financial Year (Apr - Mar), 2017"
738,India,14,MANIPUR,2017-18,Cycle 2,Nitrogen (N),M,872,2362,2017,"Financial Year (Apr - Mar), 2017"
739,India,14,MANIPUR,2017-18,Cycle 2,Potassium (K),M,1265,2362,2017,"Financial Year (Apr - Mar), 2017"
740,India,14,MANIPUR,2017-18,Cycle 2,Organic Carbon (OC),VH,1711,2362,2017,"Financial Year (Apr - Mar), 2017"
741,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Nitrogen (N),H,0,2429,2017,"Financial Year (Apr - Mar), 2017"
742,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Nitrogen (N),VH,1,2429,2017,"Financial Year (Apr - Mar), 2017"
743,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Potassium (K),VL,34,2429,2017,"Financial Year (Apr - Mar), 2017"
744,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Organic Carbon (OC),VL,39,2429,2017,"Financial Year (Apr - Mar), 2017"
745,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Organic Carbon (OC),VH,63,2429,2017,"Financial Year (Apr - Mar), 2017"
746,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Potassium (K),L,68,2429,2017,"Financial Year (Apr - Mar), 2017"
747,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Phosphorous (P),H,110,2429,2017,"Financial Year (Apr - Mar), 2017"
748,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Phosphorous (P),VH,161,2429,2017,"Financial Year (Apr - Mar), 2017"
749,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Nitrogen (N),VL,196,2429,2017,"Financial Year (Apr - Mar), 2017"
750,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Phosphorous (P),VL,219,2429,2017,"Financial Year (Apr - Mar), 2017"
751,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Organic Carbon (OC),H,413,2429,2017,"Financial Year (Apr - Mar), 2017"
752,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Phosphorous (P),M,469,2429,2017,"Financial Year (Apr - Mar), 2017"
753,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Potassium (K),M,559,2429,2017,"Financial Year (Apr - Mar), 2017"
754,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Nitrogen (N),M,587,2429,2017,"Financial Year (Apr - Mar), 2017"
755,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Organic Carbon (OC),L,701,2429,2017,"Financial Year (Apr - Mar), 2017"
756,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Potassium (K),VH,773,2429,2017,"Financial Year (Apr - Mar), 2017"
757,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Potassium (K),H,997,2429,2017,"Financial Year (Apr - Mar), 2017"
758,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Organic Carbon (OC),M,1215,2429,2017,"Financial Year (Apr - Mar), 2017"
759,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Nitrogen (N),L,1431,2429,2017,"Financial Year (Apr - Mar), 2017"
760,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017-18,Cycle 2,Phosphorous (P),L,1472,2429,2017,"Financial Year (Apr - Mar), 2017"
761,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Phosphorous (P),H,1,4093,2017,"Financial Year (Apr - Mar), 2017"
762,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Potassium (K),VH,1,4093,2017,"Financial Year (Apr - Mar), 2017"
763,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Nitrogen (N),H,2,4093,2017,"Financial Year (Apr - Mar), 2017"
764,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Organic Carbon (OC),H,3,4093,2017,"Financial Year (Apr - Mar), 2017"
765,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Potassium (K),H,3,4093,2017,"Financial Year (Apr - Mar), 2017"
766,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Nitrogen (N),VH,3,4093,2017,"Financial Year (Apr - Mar), 2017"
767,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Phosphorous (P),VH,5,4093,2017,"Financial Year (Apr - Mar), 2017"
768,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Nitrogen (N),M,18,4093,2017,"Financial Year (Apr - Mar), 2017"
769,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Phosphorous (P),M,44,4093,2017,"Financial Year (Apr - Mar), 2017"
770,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Potassium (K),M,90,4093,2017,"Financial Year (Apr - Mar), 2017"
771,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Organic Carbon (OC),VH,130,4093,2017,"Financial Year (Apr - Mar), 2017"
772,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Organic Carbon (OC),M,164,4093,2017,"Financial Year (Apr - Mar), 2017"
773,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Phosphorous (P),L,353,4093,2017,"Financial Year (Apr - Mar), 2017"
774,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Potassium (K),L,616,4093,2017,"Financial Year (Apr - Mar), 2017"
775,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Nitrogen (N),VL,620,4093,2017,"Financial Year (Apr - Mar), 2017"
776,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Organic Carbon (OC),VL,1126,4093,2017,"Financial Year (Apr - Mar), 2017"
777,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Organic Carbon (OC),L,1405,4093,2017,"Financial Year (Apr - Mar), 2017"
778,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Potassium (K),VL,2113,4093,2017,"Financial Year (Apr - Mar), 2017"
779,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Nitrogen (N),L,2180,4093,2017,"Financial Year (Apr - Mar), 2017"
780,India,35,ANDAMAN AND NICOBAR ISLANDS,2017-18,Cycle 2,Phosphorous (P),VL,2420,4093,2017,"Financial Year (Apr - Mar), 2017"
781,India,37,LADAKH,2017-18,Cycle 2,Nitrogen (N),VH,0,4805,2017,"Financial Year (Apr - Mar), 2017"
782,India,37,LADAKH,2017-18,Cycle 2,Nitrogen (N),VL,7,4805,2017,"Financial Year (Apr - Mar), 2017"
783,India,37,LADAKH,2017-18,Cycle 2,Nitrogen (N),L,14,4805,2017,"Financial Year (Apr - Mar), 2017"
784,India,37,LADAKH,2017-18,Cycle 2,Nitrogen (N),H,16,4805,2017,"Financial Year (Apr - Mar), 2017"
785,India,37,LADAKH,2017-18,Cycle 2,Organic Carbon (OC),VL,23,4805,2017,"Financial Year (Apr - Mar), 2017"
786,India,37,LADAKH,2017-18,Cycle 2,Potassium (K),VL,36,4805,2017,"Financial Year (Apr - Mar), 2017"
787,India,37,LADAKH,2017-18,Cycle 2,Organic Carbon (OC),L,108,4805,2017,"Financial Year (Apr - Mar), 2017"
788,India,37,LADAKH,2017-18,Cycle 2,Phosphorous (P),VH,114,4805,2017,"Financial Year (Apr - Mar), 2017"
789,India,37,LADAKH,2017-18,Cycle 2,Phosphorous (P),VL,157,4805,2017,"Financial Year (Apr - Mar), 2017"
790,India,37,LADAKH,2017-18,Cycle 2,Potassium (K),L,176,4805,2017,"Financial Year (Apr - Mar), 2017"
791,India,37,LADAKH,2017-18,Cycle 2,Nitrogen (N),M,178,4805,2017,"Financial Year (Apr - Mar), 2017"
792,India,37,LADAKH,2017-18,Cycle 2,Phosphorous (P),H,192,4805,2017,"Financial Year (Apr - Mar), 2017"
793,India,37,LADAKH,2017-18,Cycle 2,Organic Carbon (OC),M,230,4805,2017,"Financial Year (Apr - Mar), 2017"
794,India,37,LADAKH,2017-18,Cycle 2,Potassium (K),VH,258,4805,2017,"Financial Year (Apr - Mar), 2017"
795,India,37,LADAKH,2017-18,Cycle 2,Organic Carbon (OC),H,729,4805,2017,"Financial Year (Apr - Mar), 2017"
796,India,37,LADAKH,2017-18,Cycle 2,Phosphorous (P),L,1611,4805,2017,"Financial Year (Apr - Mar), 2017"
797,India,37,LADAKH,2017-18,Cycle 2,Potassium (K),H,1748,4805,2017,"Financial Year (Apr - Mar), 2017"
798,India,37,LADAKH,2017-18,Cycle 2,Potassium (K),M,2583,4805,2017,"Financial Year (Apr - Mar), 2017"
799,India,37,LADAKH,2017-18,Cycle 2,Phosphorous (P),M,2740,4805,2017,"Financial Year (Apr - Mar), 2017"
800,India,37,LADAKH,2017-18,Cycle 2,Organic Carbon (OC),VH,3728,4805,2017,"Financial Year (Apr - Mar), 2017"
801,India,34,PUDUCHERRY,2017-18,Cycle 2,Nitrogen (N),H,0,7168,2017,"Financial Year (Apr - Mar), 2017"
802,India,34,PUDUCHERRY,2017-18,Cycle 2,Organic Carbon (OC),H,0,7168,2017,"Financial Year (Apr - Mar), 2017"
803,India,34,PUDUCHERRY,2017-18,Cycle 2,Organic Carbon (OC),L,0,7168,2017,"Financial Year (Apr - Mar), 2017"
804,India,34,PUDUCHERRY,2017-18,Cycle 2,Organic Carbon (OC),VL,0,7168,2017,"Financial Year (Apr - Mar), 2017"
805,India,34,PUDUCHERRY,2017-18,Cycle 2,Organic Carbon (OC),M,1,7168,2017,"Financial Year (Apr - Mar), 2017"
806,India,34,PUDUCHERRY,2017-18,Cycle 2,Organic Carbon (OC),VH,1,7168,2017,"Financial Year (Apr - Mar), 2017"
807,India,34,PUDUCHERRY,2017-18,Cycle 2,Nitrogen (N),VH,3,7168,2017,"Financial Year (Apr - Mar), 2017"
808,India,34,PUDUCHERRY,2017-18,Cycle 2,Nitrogen (N),M,26,7168,2017,"Financial Year (Apr - Mar), 2017"
809,India,34,PUDUCHERRY,2017-18,Cycle 2,Phosphorous (P),VH,41,7168,2017,"Financial Year (Apr - Mar), 2017"
810,India,34,PUDUCHERRY,2017-18,Cycle 2,Phosphorous (P),H,172,7168,2017,"Financial Year (Apr - Mar), 2017"
811,India,34,PUDUCHERRY,2017-18,Cycle 2,Potassium (K),VL,175,7168,2017,"Financial Year (Apr - Mar), 2017"
812,India,34,PUDUCHERRY,2017-18,Cycle 2,Phosphorous (P),L,535,7168,2017,"Financial Year (Apr - Mar), 2017"
813,India,34,PUDUCHERRY,2017-18,Cycle 2,Potassium (K),VH,543,7168,2017,"Financial Year (Apr - Mar), 2017"
814,India,34,PUDUCHERRY,2017-18,Cycle 2,Potassium (K),L,759,7168,2017,"Financial Year (Apr - Mar), 2017"
815,India,34,PUDUCHERRY,2017-18,Cycle 2,Phosphorous (P),M,933,7168,2017,"Financial Year (Apr - Mar), 2017"
816,India,34,PUDUCHERRY,2017-18,Cycle 2,Nitrogen (N),L,1136,7168,2017,"Financial Year (Apr - Mar), 2017"
817,India,34,PUDUCHERRY,2017-18,Cycle 2,Potassium (K),H,1864,7168,2017,"Financial Year (Apr - Mar), 2017"
818,India,34,PUDUCHERRY,2017-18,Cycle 2,Potassium (K),M,2592,7168,2017,"Financial Year (Apr - Mar), 2017"
819,India,34,PUDUCHERRY,2017-18,Cycle 2,Phosphorous (P),VL,4252,7168,2017,"Financial Year (Apr - Mar), 2017"
820,India,34,PUDUCHERRY,2017-18,Cycle 2,Nitrogen (N),VL,4768,7168,2017,"Financial Year (Apr - Mar), 2017"
821,India,15,MIZORAM,2017-18,Cycle 2,Nitrogen (N),VH,1,10229,2017,"Financial Year (Apr - Mar), 2017"
822,India,15,MIZORAM,2017-18,Cycle 2,Potassium (K),VH,3,10229,2017,"Financial Year (Apr - Mar), 2017"
823,India,15,MIZORAM,2017-18,Cycle 2,Nitrogen (N),H,9,10229,2017,"Financial Year (Apr - Mar), 2017"
824,India,15,MIZORAM,2017-18,Cycle 2,Potassium (K),VL,31,10229,2017,"Financial Year (Apr - Mar), 2017"
825,India,15,MIZORAM,2017-18,Cycle 2,Phosphorous (P),VH,35,10229,2017,"Financial Year (Apr - Mar), 2017"
826,India,15,MIZORAM,2017-18,Cycle 2,Phosphorous (P),H,36,10229,2017,"Financial Year (Apr - Mar), 2017"
827,India,15,MIZORAM,2017-18,Cycle 2,Nitrogen (N),VL,60,10229,2017,"Financial Year (Apr - Mar), 2017"
828,India,15,MIZORAM,2017-18,Cycle 2,Organic Carbon (OC),VL,150,10229,2017,"Financial Year (Apr - Mar), 2017"
829,India,15,MIZORAM,2017-18,Cycle 2,Phosphorous (P),M,242,10229,2017,"Financial Year (Apr - Mar), 2017"
830,India,15,MIZORAM,2017-18,Cycle 2,Organic Carbon (OC),VH,287,10229,2017,"Financial Year (Apr - Mar), 2017"
831,India,15,MIZORAM,2017-18,Cycle 2,Potassium (K),H,294,10229,2017,"Financial Year (Apr - Mar), 2017"
832,India,15,MIZORAM,2017-18,Cycle 2,Organic Carbon (OC),H,515,10229,2017,"Financial Year (Apr - Mar), 2017"
833,India,15,MIZORAM,2017-18,Cycle 2,Potassium (K),L,1070,10229,2017,"Financial Year (Apr - Mar), 2017"
834,India,15,MIZORAM,2017-18,Cycle 2,Nitrogen (N),L,1437,10229,2017,"Financial Year (Apr - Mar), 2017"
835,India,15,MIZORAM,2017-18,Cycle 2,Phosphorous (P),VL,4350,10229,2017,"Financial Year (Apr - Mar), 2017"
836,India,15,MIZORAM,2017-18,Cycle 2,Organic Carbon (OC),L,5629,10229,2017,"Financial Year (Apr - Mar), 2017"
837,India,15,MIZORAM,2017-18,Cycle 2,Organic Carbon (OC),M,5656,10229,2017,"Financial Year (Apr - Mar), 2017"
838,India,15,MIZORAM,2017-18,Cycle 2,Phosphorous (P),L,7573,10229,2017,"Financial Year (Apr - Mar), 2017"
839,India,15,MIZORAM,2017-18,Cycle 2,Nitrogen (N),M,10732,10229,2017,"Financial Year (Apr - Mar), 2017"
840,India,15,MIZORAM,2017-18,Cycle 2,Potassium (K),M,10831,10229,2017,"Financial Year (Apr - Mar), 2017"
841,India,11,SIKKIM,2017-18,Cycle 2,Nitrogen (N),H,4,10319,2017,"Financial Year (Apr - Mar), 2017"
842,India,11,SIKKIM,2017-18,Cycle 2,Organic Carbon (OC),VL,4,10319,2017,"Financial Year (Apr - Mar), 2017"
843,India,11,SIKKIM,2017-18,Cycle 2,Nitrogen (N),VH,5,10319,2017,"Financial Year (Apr - Mar), 2017"
844,India,11,SIKKIM,2017-18,Cycle 2,Potassium (K),VL,181,10319,2017,"Financial Year (Apr - Mar), 2017"
845,India,11,SIKKIM,2017-18,Cycle 2,Phosphorous (P),VL,208,10319,2017,"Financial Year (Apr - Mar), 2017"
846,India,11,SIKKIM,2017-18,Cycle 2,Organic Carbon (OC),L,232,10319,2017,"Financial Year (Apr - Mar), 2017"
847,India,11,SIKKIM,2017-18,Cycle 2,Potassium (K),VH,241,10319,2017,"Financial Year (Apr - Mar), 2017"
848,India,11,SIKKIM,2017-18,Cycle 2,Organic Carbon (OC),M,288,10319,2017,"Financial Year (Apr - Mar), 2017"
849,India,11,SIKKIM,2017-18,Cycle 2,Nitrogen (N),VL,330,10319,2017,"Financial Year (Apr - Mar), 2017"
850,India,11,SIKKIM,2017-18,Cycle 2,Organic Carbon (OC),H,419,10319,2017,"Financial Year (Apr - Mar), 2017"
851,India,11,SIKKIM,2017-18,Cycle 2,Phosphorous (P),VH,831,10319,2017,"Financial Year (Apr - Mar), 2017"
852,India,11,SIKKIM,2017-18,Cycle 2,Potassium (K),L,984,10319,2017,"Financial Year (Apr - Mar), 2017"
853,India,11,SIKKIM,2017-18,Cycle 2,Phosphorous (P),L,1606,10319,2017,"Financial Year (Apr - Mar), 2017"
854,India,11,SIKKIM,2017-18,Cycle 2,Potassium (K),H,2664,10319,2017,"Financial Year (Apr - Mar), 2017"
855,India,11,SIKKIM,2017-18,Cycle 2,Nitrogen (N),M,2980,10319,2017,"Financial Year (Apr - Mar), 2017"
856,India,11,SIKKIM,2017-18,Cycle 2,Phosphorous (P),H,3102,10319,2017,"Financial Year (Apr - Mar), 2017"
857,India,11,SIKKIM,2017-18,Cycle 2,Phosphorous (P),M,4486,10319,2017,"Financial Year (Apr - Mar), 2017"
858,India,11,SIKKIM,2017-18,Cycle 2,Potassium (K),M,6160,10319,2017,"Financial Year (Apr - Mar), 2017"
859,India,11,SIKKIM,2017-18,Cycle 2,Nitrogen (N),L,6919,10319,2017,"Financial Year (Apr - Mar), 2017"
860,India,11,SIKKIM,2017-18,Cycle 2,Organic Carbon (OC),VH,9293,10319,2017,"Financial Year (Apr - Mar), 2017"
861,India,13,NAGALAND,2017-18,Cycle 2,Potassium (K),VH,10,12023,2017,"Financial Year (Apr - Mar), 2017"
862,India,13,NAGALAND,2017-18,Cycle 2,Nitrogen (N),VL,11,12023,2017,"Financial Year (Apr - Mar), 2017"
863,India,13,NAGALAND,2017-18,Cycle 2,Nitrogen (N),VH,55,12023,2017,"Financial Year (Apr - Mar), 2017"
864,India,13,NAGALAND,2017-18,Cycle 2,Organic Carbon (OC),VL,80,12023,2017,"Financial Year (Apr - Mar), 2017"
865,India,13,NAGALAND,2017-18,Cycle 2,Nitrogen (N),L,81,12023,2017,"Financial Year (Apr - Mar), 2017"
866,India,13,NAGALAND,2017-18,Cycle 2,Phosphorous (P),VH,86,12023,2017,"Financial Year (Apr - Mar), 2017"
867,India,13,NAGALAND,2017-18,Cycle 2,Phosphorous (P),H,161,12023,2017,"Financial Year (Apr - Mar), 2017"
868,India,13,NAGALAND,2017-18,Cycle 2,Organic Carbon (OC),L,568,12023,2017,"Financial Year (Apr - Mar), 2017"
869,India,13,NAGALAND,2017-18,Cycle 2,Potassium (K),VL,1107,12023,2017,"Financial Year (Apr - Mar), 2017"
870,India,13,NAGALAND,2017-18,Cycle 2,Phosphorous (P),M,1348,12023,2017,"Financial Year (Apr - Mar), 2017"
871,India,13,NAGALAND,2017-18,Cycle 2,Organic Carbon (OC),M,1481,12023,2017,"Financial Year (Apr - Mar), 2017"
872,India,13,NAGALAND,2017-18,Cycle 2,Potassium (K),H,1852,12023,2017,"Financial Year (Apr - Mar), 2017"
873,India,13,NAGALAND,2017-18,Cycle 2,Phosphorous (P),L,2100,12023,2017,"Financial Year (Apr - Mar), 2017"
874,India,13,NAGALAND,2017-18,Cycle 2,Organic Carbon (OC),H,2225,12023,2017,"Financial Year (Apr - Mar), 2017"
875,India,13,NAGALAND,2017-18,Cycle 2,Potassium (K),L,2795,12023,2017,"Financial Year (Apr - Mar), 2017"
876,India,13,NAGALAND,2017-18,Cycle 2,Nitrogen (N),M,3257,12023,2017,"Financial Year (Apr - Mar), 2017"
877,India,13,NAGALAND,2017-18,Cycle 2,Potassium (K),M,6242,12023,2017,"Financial Year (Apr - Mar), 2017"
878,India,13,NAGALAND,2017-18,Cycle 2,Organic Carbon (OC),VH,7654,12023,2017,"Financial Year (Apr - Mar), 2017"
879,India,13,NAGALAND,2017-18,Cycle 2,Phosphorous (P),VL,8312,12023,2017,"Financial Year (Apr - Mar), 2017"
880,India,13,NAGALAND,2017-18,Cycle 2,Nitrogen (N),H,8604,12023,2017,"Financial Year (Apr - Mar), 2017"
881,India,30,GOA,2017-18,Cycle 2,Organic Carbon (OC),VL,713,19400,2017,"Financial Year (Apr - Mar), 2017"
882,India,30,GOA,2017-18,Cycle 2,Phosphorous (P),VH,1012,19400,2017,"Financial Year (Apr - Mar), 2017"
883,India,30,GOA,2017-18,Cycle 2,Nitrogen (N),VL,1099,19400,2017,"Financial Year (Apr - Mar), 2017"
884,India,30,GOA,2017-18,Cycle 2,Phosphorous (P),H,1162,19400,2017,"Financial Year (Apr - Mar), 2017"
885,India,30,GOA,2017-18,Cycle 2,Potassium (K),VL,1328,19400,2017,"Financial Year (Apr - Mar), 2017"
886,India,30,GOA,2017-18,Cycle 2,Potassium (K),VH,1411,19400,2017,"Financial Year (Apr - Mar), 2017"
887,India,30,GOA,2017-18,Cycle 2,Nitrogen (N),VH,1440,19400,2017,"Financial Year (Apr - Mar), 2017"
888,India,30,GOA,2017-18,Cycle 2,Nitrogen (N),H,1463,19400,2017,"Financial Year (Apr - Mar), 2017"
889,India,30,GOA,2017-18,Cycle 2,Organic Carbon (OC),M,1485,19400,2017,"Financial Year (Apr - Mar), 2017"
890,India,30,GOA,2017-18,Cycle 2,Organic Carbon (OC),L,1920,19400,2017,"Financial Year (Apr - Mar), 2017"
891,India,30,GOA,2017-18,Cycle 2,Phosphorous (P),L,2074,19400,2017,"Financial Year (Apr - Mar), 2017"
892,India,30,GOA,2017-18,Cycle 2,Organic Carbon (OC),H,2298,19400,2017,"Financial Year (Apr - Mar), 2017"
893,India,30,GOA,2017-18,Cycle 2,Potassium (K),H,3343,19400,2017,"Financial Year (Apr - Mar), 2017"
894,India,30,GOA,2017-18,Cycle 2,Phosphorous (P),M,3354,19400,2017,"Financial Year (Apr - Mar), 2017"
895,India,30,GOA,2017-18,Cycle 2,Potassium (K),L,3618,19400,2017,"Financial Year (Apr - Mar), 2017"
896,India,30,GOA,2017-18,Cycle 2,Nitrogen (N),L,4241,19400,2017,"Financial Year (Apr - Mar), 2017"
897,India,30,GOA,2017-18,Cycle 2,Potassium (K),M,6360,19400,2017,"Financial Year (Apr - Mar), 2017"
898,India,30,GOA,2017-18,Cycle 2,Nitrogen (N),M,7848,19400,2017,"Financial Year (Apr - Mar), 2017"
899,India,30,GOA,2017-18,Cycle 2,Phosphorous (P),VL,8487,19400,2017,"Financial Year (Apr - Mar), 2017"
900,India,30,GOA,2017-18,Cycle 2,Organic Carbon (OC),VH,9674,19400,2017,"Financial Year (Apr - Mar), 2017"
901,India,12,ARUNACHAL PRADESH,2017-18,Cycle 2,Nitrogen (N),L,4,21883,2017,"Financial Year (Apr - Mar), 2017"
902,India,12,ARUNACHAL PRADESH,2017-18,Cycle 2,Organic Carbon (OC),L,11,21883,2017,"Financial Year (Apr - Mar), 2017"
903,India,12,ARUNACHAL PRADESH,2017-18,Cycle 2,Organic Carbon (OC),VL,15,21883,2017,"Financial Year (Apr - Mar), 2017"
